,File,Participant,ndarray,Segment,State
689,NonOverlap20081112WJ_Segment_4_wake.mat,20081112WJ,"[[ 1.         -0.49783874 -0.20540679 ... -0.08266301  0.08457351
  -0.16850418]
 [-0.49783874  1.          0.54442203 ...  0.12788472 -0.08623482
  -0.00712628]
 [-0.20540679  0.54442203  1.         ...  0.1864432   0.23919532
  -0.07695746]
 ...
 [-0.08266301  0.12788472  0.1864432  ...  1.          0.40911773
   0.12346219]
 [ 0.08457351 -0.08623482  0.23919532 ...  0.40911773  1.
  -0.12407012]
 [-0.16850418 -0.00712628 -0.07695746 ...  0.12346219 -0.12407012
   1.        ]]",4,Wake
690,NonOverlap20081112WJ_Segment_5_wake.mat,20081112WJ,"[[ 1.         -0.13577026  0.31821883 ... -0.06708641 -0.10361629
   0.20185137]
 [-0.13577026  1.          0.18629704 ...  0.12426794 -0.37117824
  -0.0067384 ]
 [ 0.31821883  0.18629704  1.         ...  0.46491438 -0.00130511
   0.10290798]
 ...
 [-0.06708641  0.12426794  0.46491438 ...  1.          0.21388768
  -0.04591018]
 [-0.10361629 -0.37117824 -0.00130511 ...  0.21388768  1.
  -0.02804108]
 [ 0.20185137 -0.0067384   0.10290798 ... -0.04591018 -0.02804108
   1.        ]]",5,Wake
691,NonOverlap20081112WJ_Segment_6_wake.mat,20081112WJ,"[[ 1.          0.09276979  0.14283088 ... -0.28797174  0.10760894
  -0.11931798]
 [ 0.09276979  1.         -0.09779856 ... -0.2614947   0.09253012
   0.06494156]
 [ 0.14283088 -0.09779856  1.         ...  0.06834298  0.26498735
  -0.13636857]
 ...
 [-0.28797174 -0.2614947   0.06834298 ...  1.          0.07842909
   0.24837145]
 [ 0.10760894  0.09253012  0.26498735 ...  0.07842909  1.
   0.09738989]
 [-0.11931798  0.06494156 -0.13636857 ...  0.24837145  0.09738989
   1.        ]]",6,Wake
692,NonOverlap20081112WJ_Segment_7_wake.mat,20081112WJ,"[[ 1.          0.3621674  -0.48338613 ... -0.02049517  0.06712098
  -0.17742382]
 [ 0.3621674   1.         -0.0178158  ...  0.06771085 -0.23704793
  -0.06893224]
 [-0.48338613 -0.0178158   1.         ... -0.03583179 -0.12971658
   0.16869101]
 ...
 [-0.02049517  0.06771085 -0.03583179 ...  1.          0.25472188
  -0.12576672]
 [ 0.06712098 -0.23704793 -0.12971658 ...  0.25472188  1.
  -0.1273871 ]
 [-0.17742382 -0.06893224  0.16869101 ... -0.12576672 -0.1273871
   1.        ]]",7,Wake
693,NonOverlap20081112WJ_Segment_8_wake.mat,20081112WJ,"[[ 1.          0.08027337 -0.02475438 ... -0.02893844 -0.06216724
  -0.14199091]
 [ 0.08027337  1.          0.02701044 ... -0.02966927 -0.0791962
  -0.12246364]
 [-0.02475438  0.02701044  1.         ...  0.26096198 -0.08530796
  -0.11480748]
 ...
 [-0.02893844 -0.02966927  0.26096198 ...  1.         -0.12559775
  -0.15172613]
 [-0.06216724 -0.0791962  -0.08530796 ... -0.12559775  1.
   0.4880446 ]
 [-0.14199091 -0.12246364 -0.11480748 ... -0.15172613  0.4880446
   1.        ]]",8,Wake
694,NonOverlap20081112WJ_Segment_9_wake.mat,20081112WJ,"[[ 1.          0.14735831  0.30227423 ...  0.04514123  0.09285792
  -0.0995385 ]
 [ 0.14735831  1.          0.3005683  ...  0.26799026  0.03764962
  -0.1178555 ]
 [ 0.30227423  0.3005683   1.         ...  0.3394563   0.39158663
  -0.22579125]
 ...
 [ 0.04514123  0.26799026  0.3394563  ...  1.          0.2187555
  -0.13648163]
 [ 0.09285792  0.03764962  0.39158663 ...  0.2187555   1.
  -0.24639054]
 [-0.0995385  -0.1178555  -0.22579125 ... -0.13648163 -0.24639054
   1.        ]]",9,Wake
695,NonOverlap20081112WJ_Segment_10_wake.mat,20081112WJ,"[[ 1.         -0.16249074  0.04258866 ... -0.18351276  0.13846798
   0.09554548]
 [-0.16249074  1.          0.0811919  ... -0.08618865  0.00765881
  -0.00482104]
 [ 0.04258866  0.0811919   1.         ... -0.00822768 -0.04530259
   0.04956292]
 ...
 [-0.18351276 -0.08618865 -0.00822768 ...  1.          0.25919956
   0.15537265]
 [ 0.13846798  0.00765881 -0.04530259 ...  0.25919956  1.
  -0.13708955]
 [ 0.09554548 -0.00482104  0.04956292 ...  0.15537265 -0.13708955
   1.        ]]",10,Wake
696,NonOverlap20081112WJ_Segment_11_wake.mat,20081112WJ,"[[ 1.          0.07585921 -0.01834245 ...  0.20077276  0.26406634
   0.16036335]
 [ 0.07585921  1.         -0.08051515 ...  0.22900954  0.20509218
   0.05626494]
 [-0.01834245 -0.08051515  1.         ... -0.09993365 -0.05080806
  -0.12388572]
 ...
 [ 0.20077276  0.22900954 -0.09993365 ...  1.          0.58665574
   0.26185057]
 [ 0.26406634  0.20509218 -0.05080806 ...  0.58665574  1.
   0.19360484]
 [ 0.16036335  0.05626494 -0.12388572 ...  0.26185057  0.19360484
   1.        ]]",11,Wake
697,NonOverlap20081112WJ_Segment_12_wake.mat,20081112WJ,"[[ 1.          0.72119224  0.07241893 ... -0.25886905 -0.1739038
   0.37950563]
 [ 0.72119224  1.          0.31409118 ... -0.1149089   0.06280513
   0.2360542 ]
 [ 0.07241893  0.31409118  1.         ... -0.25050813  0.31853923
  -0.31362838]
 ...
 [-0.25886905 -0.1149089  -0.25050813 ...  1.         -0.09957348
   0.20231362]
 [-0.1739038   0.06280513  0.31853923 ... -0.09957348  1.
  -0.21803588]
 [ 0.37950563  0.2360542  -0.31362838 ...  0.20231362 -0.21803588
   1.        ]]",12,Wake
698,NonOverlap20081112WJ_Segment_13_wake.mat,20081112WJ,"[[ 1.         -0.40247017 -0.16454251 ... -0.16494463  0.04385091
  -0.25957233]
 [-0.40247017  1.         -0.0204959  ... -0.1068697  -0.24514547
   0.2981185 ]
 [-0.16454251 -0.0204959   1.         ... -0.09502436  0.21930271
   0.0395881 ]
 ...
 [-0.16494463 -0.1068697  -0.09502436 ...  1.         -0.0122047
   0.15340076]
 [ 0.04385091 -0.24514547  0.21930271 ... -0.0122047   1.
  -0.26917142]
 [-0.25957233  0.2981185   0.0395881  ...  0.15340076 -0.26917142
   1.        ]]",13,Wake
699,NonOverlap20081113YG_Segment_1_wake.mat,20081113YG,"[[ 1.         -0.14862433 -0.5024965  ... -0.08492702 -0.01428135
   0.14999214]
 [-0.14862433  1.          0.08805046 ...  0.41239136 -0.07641005
  -0.02410024]
 [-0.5024965   0.08805046  1.         ...  0.5425695   0.22037059
  -0.19526158]
 ...
 [-0.08492702  0.41239136  0.5425695  ...  1.         -0.05935052
   0.01702006]
 [-0.01428135 -0.07641005  0.22037059 ... -0.05935052  1.
  -0.42447406]
 [ 0.14999214 -0.02410024 -0.19526158 ...  0.01702006 -0.42447406
   1.        ]]",1,Wake
700,NonOverlap20081113YG_Segment_2_wake.mat,20081113YG,"[[ 1.         -0.52915347 -0.23306076 ... -0.22989509 -0.00501434
  -0.23834509]
 [-0.52915347  1.         -0.01565551 ...  0.31931418 -0.00727049
  -0.2785476 ]
 [-0.23306076 -0.01565551  1.         ...  0.448078   -0.01532238
  -0.059694  ]
 ...
 [-0.22989509  0.31931418  0.448078   ...  1.          0.39556637
  -0.10144541]
 [-0.00501434 -0.00727049 -0.01532238 ...  0.39556637  1.
   0.0084229 ]
 [-0.23834509 -0.2785476  -0.059694   ... -0.10144541  0.0084229
   1.        ]]",2,Wake
701,NonOverlap20081113YG_Segment_3_wake.mat,20081113YG,"[[ 1.         -0.49875766  0.01399793 ... -0.04350277 -0.03317109
  -0.2664832 ]
 [-0.49875766  1.          0.2443828  ...  0.46314874  0.09937885
   0.04042032]
 [ 0.01399793  0.2443828   1.         ...  0.31920964  0.0336027
  -0.26209503]
 ...
 [-0.04350277  0.46314874  0.31920964 ...  1.          0.18172425
   0.25738177]
 [-0.03317109  0.09937885  0.0336027  ...  0.18172425  1.
   0.2003462 ]
 [-0.2664832   0.04042032 -0.26209503 ...  0.25738177  0.2003462
   1.        ]]",3,Wake
702,NonOverlap20081113YG_Segment_4_wake.mat,20081113YG,"[[ 1.          0.1691816  -0.25251704 ... -0.07215232  0.30316037
  -0.4103009 ]
 [ 0.1691816   1.         -0.02738115 ...  0.3300716   0.14292344
  -0.05909785]
 [-0.25251704 -0.02738115  1.         ...  0.07906872 -0.3307816
   0.10028134]
 ...
 [-0.07215232  0.3300716   0.07906872 ...  1.          0.12106363
  -0.09900042]
 [ 0.30316037  0.14292344 -0.3307816  ...  0.12106363  1.
   0.08168187]
 [-0.4103009  -0.05909785  0.10028134 ... -0.09900042  0.08168187
   1.        ]]",4,Wake
703,NonOverlap20081113YG_Segment_5_wake.mat,20081113YG,"[[ 1.          0.05485852  0.26367268 ... -0.03198793 -0.35495663
  -0.3154543 ]
 [ 0.05485852  1.         -0.2328649  ...  0.05014754  0.01103223
  -0.00795943]
 [ 0.26367268 -0.2328649   1.         ...  0.26685882  0.2726353
  -0.347176  ]
 ...
 [-0.03198793  0.05014754  0.26685882 ...  1.         -0.22528204
  -0.2355128 ]
 [-0.35495663  0.01103223  0.2726353  ... -0.22528204  1.
   0.36477885]
 [-0.3154543  -0.00795943 -0.347176   ... -0.2355128   0.36477885
   1.        ]]",5,Wake
704,NonOverlap20081113YG_Segment_6_wake.mat,20081113YG,"[[ 1.         -0.29765084 -0.17860565 ... -0.2411553  -0.12075172
   0.00943064]
 [-0.29765084  1.          0.32378662 ... -0.10864693 -0.04951676
  -0.33633688]
 [-0.17860565  0.32378662  1.         ... -0.23862132  0.05651064
  -0.17955378]
 ...
 [-0.2411553  -0.10864693 -0.23862132 ...  1.         -0.20890725
   0.23101744]
 [-0.12075172 -0.04951676  0.05651064 ... -0.20890725  1.
   0.1701596 ]
 [ 0.00943064 -0.33633688 -0.17955378 ...  0.23101744  0.1701596
   1.        ]]",6,Wake
705,NonOverlap20081113YG_Segment_7_wake.mat,20081113YG,"[[ 1.         -0.48131886 -0.530831   ... -0.11728127 -0.23378257
  -0.28806272]
 [-0.48131886  1.          0.28043586 ... -0.24547885  0.29196298
   0.12688154]
 [-0.530831    0.28043586  1.         ...  0.15576783  0.43738812
  -0.05451743]
 ...
 [-0.11728127 -0.24547885  0.15576783 ...  1.          0.19120699
   0.16156837]
 [-0.23378257  0.29196298  0.43738812 ...  0.19120699  1.
   0.00862571]
 [-0.28806272  0.12688154 -0.05451743 ...  0.16156837  0.00862571
   1.        ]]",7,Wake
706,NonOverlap20081113YG_Segment_8_wake.mat,20081113YG,"[[ 1.         -0.5142761  -0.10689093 ... -0.3755479   0.1086382
   0.67735565]
 [-0.5142761   1.          0.2633653  ...  0.223824   -0.24227586
  -0.43107998]
 [-0.10689093  0.2633653   1.         ...  0.68462646 -0.35092878
  -0.28996506]
 ...
 [-0.3755479   0.223824    0.68462646 ...  1.         -0.43193948
  -0.34926194]
 [ 0.1086382  -0.24227586 -0.35092878 ... -0.43193948  1.
   0.16970462]
 [ 0.67735565 -0.43107998 -0.28996506 ... -0.34926194  0.16970462
   1.        ]]",8,Wake
707,NonOverlap20081113YG_Segment_9_wake.mat,20081113YG,"[[ 1.         -0.3442545  -0.3816852  ... -0.36973345 -0.40093738
  -0.48076844]
 [-0.3442545   1.          0.03219753 ... -0.2796302   0.02141819
   0.25833648]
 [-0.3816852   0.03219753  1.         ...  0.25792724  0.26253974
   0.27223176]
 ...
 [-0.36973345 -0.2796302   0.25792724 ...  1.          0.33236507
   0.12247095]
 [-0.40093738  0.02141819  0.26253974 ...  0.33236507  1.
  -0.02558965]
 [-0.48076844  0.25833648  0.27223176 ...  0.12247095 -0.02558965
   1.        ]]",9,Wake
708,NonOverlap20081113YG_Segment_10_wake.mat,20081113YG,"[[ 1.         -0.16307762 -0.16944236 ... -0.20410231 -0.56862473
  -0.46800572]
 [-0.16307762  1.          0.2189226  ...  0.58104956  0.39680886
   0.24994737]
 [-0.16944236  0.2189226   1.         ...  0.28916323  0.04148876
   0.14023452]
 ...
 [-0.20410231  0.58104956  0.28916323 ...  1.          0.3476533
   0.409128  ]
 [-0.56862473  0.39680886  0.04148876 ...  0.3476533   1.
   0.12872946]
 [-0.46800572  0.24994737  0.14023452 ...  0.409128    0.12872946
   1.        ]]",10,Wake
709,NonOverlap20081113YG_Segment_11_wake.mat,20081113YG,"[[ 1.          0.03935256  0.11269252 ...  0.04932055 -0.0491892
   0.37907204]
 [ 0.03935256  1.          0.16411892 ... -0.18321624 -0.2043735
   0.40808862]
 [ 0.11269252  0.16411892  1.         ...  0.01129791  0.45894298
  -0.41725957]
 ...
 [ 0.04932055 -0.18321624  0.01129791 ...  1.         -0.11631738
   0.0905447 ]
 [-0.0491892  -0.2043735   0.45894298 ... -0.11631738  1.
  -0.5283685 ]
 [ 0.37907204  0.40808862 -0.41725957 ...  0.0905447  -0.5283685
   1.        ]]",11,Wake
710,NonOverlap20081113YG_Segment_12_wake.mat,20081113YG,"[[ 1.         -0.53168917  0.04786517 ... -0.20696375  0.0104465
   0.01145883]
 [-0.53168917  1.         -0.09025363 ... -0.18550631 -0.4060312
   0.06229983]
 [ 0.04786517 -0.09025363  1.         ...  0.01176363  0.14826755
   0.44051874]
 ...
 [-0.20696375 -0.18550631  0.01176363 ...  1.          0.3055489
   0.24262422]
 [ 0.0104465  -0.4060312   0.14826755 ...  0.3055489   1.
   0.06062934]
 [ 0.01145883  0.06229983  0.44051874 ...  0.24262422  0.06062934
   1.        ]]",12,Wake
711,NonOverlap20081113YG_Segment_13_wake.mat,20081113YG,"[[ 1.         -0.57548255 -0.03004882 ... -0.26149154 -0.07182568
  -0.25919664]
 [-0.57548255  1.          0.26040506 ...  0.09250806  0.22436127
   0.03042565]
 [-0.03004882  0.26040506  1.         ...  0.07248328  0.04935341
   0.10683583]
 ...
 [-0.26149154  0.09250806  0.07248328 ...  1.         -0.14281034
   0.36456516]
 [-0.07182568  0.22436127  0.04935341 ... -0.14281034  1.
  -0.3480851 ]
 [-0.25919664  0.03042565  0.10683583 ...  0.36456516 -0.3480851
   1.        ]]",13,Wake
712,NonOverlap20081113YG_Segment_14_wake.mat,20081113YG,"[[ 1.          0.16688512 -0.02644002 ... -0.1243552  -0.17241755
  -0.00762439]
 [ 0.16688512  1.          0.3092404  ... -0.08421327  0.04924601
  -0.2848832 ]
 [-0.02644002  0.3092404   1.         ...  0.45688796  0.2065478
   0.1855933 ]
 ...
 [-0.1243552  -0.08421327  0.45688796 ...  1.          0.08573935
   0.20796694]
 [-0.17241755  0.04924601  0.2065478  ...  0.08573935  1.
   0.25306484]
 [-0.00762439 -0.2848832   0.1855933  ...  0.20796694  0.25306484
   1.        ]]",14,Wake
713,NonOverlap20081113YG_Segment_15_wake.mat,20081113YG,"[[ 1.         -0.8246231  -0.08528236 ...  0.15729944  0.19754013
  -0.31977528]
 [-0.8246231   1.          0.09518611 ...  0.06873641 -0.1916585
   0.42327255]
 [-0.08528236  0.09518611  1.         ...  0.38224715 -0.04325733
   0.38380557]
 ...
 [ 0.15729944  0.06873641  0.38224715 ...  1.         -0.00463096
   0.15253088]
 [ 0.19754013 -0.1916585  -0.04325733 ... -0.00463096  1.
  -0.33974838]
 [-0.31977528  0.42327255  0.38380557 ...  0.15253088 -0.33974838
   1.        ]]",15,Wake
714,NonOverlap20081113YG_Segment_16_wake.mat,20081113YG,"[[ 1.         -0.5864468  -0.33214954 ...  0.10082564 -0.24965042
  -0.17469212]
 [-0.5864468   1.         -0.03667392 ... -0.06534244  0.03720835
   0.09462445]
 [-0.33214954 -0.03667392  1.         ...  0.42625412  0.13800159
   0.45918286]
 ...
 [ 0.10082564 -0.06534244  0.42625412 ...  1.         -0.23256734
   0.3609224 ]
 [-0.24965042  0.03720835  0.13800159 ... -0.23256734  1.
   0.01512564]
 [-0.17469212  0.09462445  0.45918286 ...  0.3609224   0.01512564
   1.        ]]",16,Wake
715,NonOverlap20081117AB_Segment_1_wake.mat,20081117AB,"[[ 1.         -0.25073367 -0.22610998 ... -0.37761647 -0.19224375
  -0.19290325]
 [-0.25073367  1.         -0.12864381 ...  0.02720589  0.10852357
   0.08571186]
 [-0.22610998 -0.12864381  1.         ...  0.12171745 -0.20464373
   0.05105995]
 ...
 [-0.37761647  0.02720589  0.12171745 ...  1.          0.5800041
   0.09828223]
 [-0.19224375  0.10852357 -0.20464373 ...  0.5800041   1.
  -0.13260895]
 [-0.19290325  0.08571186  0.05105995 ...  0.09828223 -0.13260895
   1.        ]]",1,Wake
716,NonOverlap20081117AB_Segment_2_wake.mat,20081117AB,"[[ 1.          0.02390556  0.04827057 ... -0.27500057 -0.17458436
  -0.223797  ]
 [ 0.02390556  1.         -0.30261835 ... -0.32594225  0.25519535
  -0.07455648]
 [ 0.04827057 -0.30261835  1.         ...  0.13774881 -0.37739566
   0.03740609]
 ...
 [-0.27500057 -0.32594225  0.13774881 ...  1.         -0.15381859
   0.3910429 ]
 [-0.17458436  0.25519535 -0.37739566 ... -0.15381859  1.
   0.37592113]
 [-0.223797   -0.07455648  0.03740609 ...  0.3910429   0.37592113
   1.        ]]",2,Wake
717,NonOverlap20081117AB_Segment_3_wake.mat,20081117AB,"[[ 1.         -0.21418378 -0.5714179  ... -0.52443296 -0.4907541
  -0.2454975 ]
 [-0.21418378  1.         -0.11955079 ...  0.2727271   0.19889304
  -0.07320405]
 [-0.5714179  -0.11955079  1.         ... -0.09958284  0.0621074
  -0.15878174]
 ...
 [-0.52443296  0.2727271  -0.09958284 ...  1.          0.46935144
   0.47512725]
 [-0.4907541   0.19889304  0.0621074  ...  0.46935144  1.
   0.22423139]
 [-0.2454975  -0.07320405 -0.15878174 ...  0.47512725  0.22423139
   1.        ]]",3,Wake
718,NonOverlap20081117AB_Segment_4_wake.mat,20081117AB,"[[ 1.          0.14198285  0.33486298 ... -0.00282222 -0.41572914
   0.02596289]
 [ 0.14198285  1.          0.23785937 ... -0.04514868 -0.43238387
   0.15271008]
 [ 0.33486298  0.23785937  1.         ... -0.55576074  0.03810587
  -0.08084381]
 ...
 [-0.00282222 -0.04514868 -0.55576074 ...  1.         -0.09713645
   0.04423186]
 [-0.41572914 -0.43238387  0.03810587 ... -0.09713645  1.
  -0.14791246]
 [ 0.02596289  0.15271008 -0.08084381 ...  0.04423186 -0.14791246
   1.        ]]",4,Wake
719,NonOverlap20081117AB_Segment_5_wake.mat,20081117AB,"[[ 1.          0.53190976  0.26805    ... -0.26773173 -0.16458699
  -0.32506898]
 [ 0.53190976  1.          0.05332086 ... -0.23069298 -0.17057964
  -0.361375  ]
 [ 0.26805     0.05332086  1.         ... -0.2568066   0.26994935
  -0.05921778]
 ...
 [-0.26773173 -0.23069298 -0.2568066  ...  1.          0.25705022
   0.24057713]
 [-0.16458699 -0.17057964  0.26994935 ...  0.25705022  1.
   0.14275599]
 [-0.32506898 -0.361375   -0.05921778 ...  0.24057713  0.14275599
   1.        ]]",5,Wake
720,NonOverlap20081117AB_Segment_6_wake.mat,20081117AB,"[[ 1.          0.40402365  0.20169453 ...  0.1067446   0.05683282
  -0.27900103]
 [ 0.40402365  1.         -0.10535462 ... -0.10972814 -0.3020711
  -0.03270972]
 [ 0.20169453 -0.10535462  1.         ... -0.11182057  0.14394434
  -0.4173761 ]
 ...
 [ 0.1067446  -0.10972814 -0.11182057 ...  1.          0.20308088
   0.20934124]
 [ 0.05683282 -0.3020711   0.14394434 ...  0.20308088  1.
   0.12461751]
 [-0.27900103 -0.03270972 -0.4173761  ...  0.20934124  0.12461751
   1.        ]]",6,Wake
721,NonOverlap20081117AB_Segment_7_wake.mat,20081117AB,"[[ 1.          0.16995567 -0.16883643 ... -0.15535712  0.24968228
  -0.29923427]
 [ 0.16995567  1.         -0.26464894 ... -0.19020471  0.05718221
  -0.04279174]
 [-0.16883643 -0.26464894  1.         ... -0.04521804  0.11189521
  -0.08724739]
 ...
 [-0.15535712 -0.19020471 -0.04521804 ...  1.         -0.32542622
   0.06416203]
 [ 0.24968228  0.05718221  0.11189521 ... -0.32542622  1.
   0.27578855]
 [-0.29923427 -0.04279174 -0.08724739 ...  0.06416203  0.27578855
   1.        ]]",7,Wake
722,NonOverlap20081117AB_Segment_8_wake.mat,20081117AB,"[[ 1.         -0.14298302 -0.16937943 ...  0.11668755  0.14569148
   0.2824465 ]
 [-0.14298302  1.          0.6761871  ... -0.27299178  0.563759
  -0.03543299]
 [-0.16937943  0.6761871   1.         ... -0.3452216   0.56476206
  -0.06074047]
 ...
 [ 0.11668755 -0.27299178 -0.3452216  ...  1.         -0.04881724
   0.00467602]
 [ 0.14569148  0.563759    0.56476206 ... -0.04881724  1.
   0.08978041]
 [ 0.2824465  -0.03543299 -0.06074047 ...  0.00467602  0.08978041
   1.        ]]",8,Wake
723,NonOverlap20081117AB_Segment_9_wake.mat,20081117AB,"[[ 1.         -0.5458806  -0.4687072  ... -0.23655814 -0.15727219
   0.4863212 ]
 [-0.5458806   1.          0.5042979  ... -0.01522748 -0.07206603
  -0.5063436 ]
 [-0.4687072   0.5042979   1.         ... -0.04617538  0.19998813
  -0.5033834 ]
 ...
 [-0.23655814 -0.01522748 -0.04617538 ...  1.          0.1911531
  -0.08012401]
 [-0.15727219 -0.07206603  0.19998813 ...  0.1911531   1.
   0.12904108]
 [ 0.4863212  -0.5063436  -0.5033834  ... -0.08012401  0.12904108
   1.        ]]",9,Wake
724,NonOverlap20081117AB_Segment_10_wake.mat,20081117AB,"[[ 1.         -0.14587292 -0.2804697  ... -0.04670602  0.22466987
  -0.24022451]
 [-0.14587292  1.          0.4379241  ...  0.01510581  0.00907084
  -0.01169021]
 [-0.2804697   0.4379241   1.         ...  0.42214572  0.06579804
   0.01892373]
 ...
 [-0.04670602  0.01510581  0.42214572 ...  1.          0.3648211
   0.39217022]
 [ 0.22466987  0.00907084  0.06579804 ...  0.3648211   1.
   0.0162567 ]
 [-0.24022451 -0.01169021  0.01892373 ...  0.39217022  0.0162567
   1.        ]]",10,Wake
725,NonOverlap20081117AB_Segment_11_wake.mat,20081117AB,"[[ 1.         -0.23661783 -0.4772093  ... -0.3565421   0.16866773
  -0.41198307]
 [-0.23661783  1.          0.42129737 ...  0.40387473  0.17080411
  -0.06408267]
 [-0.4772093   0.42129737  1.         ...  0.20066613  0.16790748
   0.16564247]
 ...
 [-0.3565421   0.40387473  0.20066613 ...  1.          0.21764044
   0.44941294]
 [ 0.16866773  0.17080411  0.16790748 ...  0.21764044  1.
   0.0044481 ]
 [-0.41198307 -0.06408267  0.16564247 ...  0.44941294  0.0044481
   1.        ]]",11,Wake
726,NonOverlap20081117AB_Segment_12_wake.mat,20081117AB,"[[ 1.          0.19212882  0.17800498 ...  0.19002184 -0.40527397
  -0.18313709]
 [ 0.19212882  1.         -0.13931565 ... -0.04259718 -0.20762914
   0.2982466 ]
 [ 0.17800498 -0.13931565  1.         ... -0.19492146 -0.12778886
  -0.30043784]
 ...
 [ 0.19002184 -0.04259718 -0.19492146 ...  1.         -0.07908878
  -0.13064659]
 [-0.40527397 -0.20762914 -0.12778886 ... -0.07908878  1.
   0.31281257]
 [-0.18313709  0.2982466  -0.30043784 ... -0.13064659  0.31281257
   1.        ]]",12,Wake
